,0,1
962,961,1
963,325,1
964,192,1
965,588,1
966,451,1
967,450,1
968,741,1
969,151,1
970,946,1
971,384,1
972,143,1
973,392,1
974,585,1
975,964,1
976,344,1
977,275,1
978,179,1
979,283,1
980,495,1
981,822,1
982,509,1
983,919,1
984,203,1
985,823,1
986,820,1
987,784,1
988,18,1
989,749,1
990,572,1
991,419,1
992,623,1
993,709,1
994,991,1
995,183,1
996,48,1
997,346,1
998,945,1
999,802,1
1000,405,1
1001,88,1
1002,176,1
1003,273,1
1004,18,1
1005,766,1
1006,819,1
1007,190,1
1008,99,1
1009,307,1
1010,113,1
1011,648,1
1012,131,1
1013,845,1
1014,1009,0
1015,149,1
1016,189,1
1017,763,1
1018,717,1
1019,476,1
1020,568,1
1021,623,1
1022,720,1
1023,358,1
1024,21,1
1025,98,1
1026,501,1
1027,33,1
1028,427,1
1029,574,1
1030,750,1
1031,636,1
1032,831,1
1033,945,1
1034,400,1
1035,962,1
1036,145,1
1037,320,1
1038,298,1
1039,523,1
1040,830,1
1041,580,1
1042,617,1
1043,494,1
1044,46,1
1045,629,1
1046,826,1
1047,745,1
1048,648,1
1049,428,1
1050,64,1
1051,641,1
1052,689,1
1053,326,1
1054,238,1
1055,599,1
1056,151,1
1057,848,1
1058,993,1
1059,479,1
1060,386,1
1061,151,1
1062,1020,0
1063,125,1
1064,161,1
1065,78,1
1066,329,1
1067,627,1
1068,67,1
1069,127,1
1070,594,1
1071,449,1
1072,380,1
1073,998,1
1074,454,1
1075,275,1
1076,673,1
1077,801,1
1078,454,1
1079,183,1
1080,718,1
1081,87,1
1082,573,1
1083,758,1
1084,645,1
1085,93,1
1086,269,1
1087,400,1
1088,425,1
1089,856,1
1090,738,1
1091,406,1
1092,826,1
1093,921,1
1094,371,1
1095,912,1
1096,333,1
1097,537,1
1098,290,1
1099,721,1
1100,856,1
1101,528,1
1102,952,1
1103,831,1
1104,879,1
1105,607,1
1106,688,1
1107,442,1
1108,689,1
1109,889,1
1110,756,1
1111,239,1
1112,607,1
1113,745,1
1114,835,1
1115,645,1
1116,727,1
1117,160,1
1118,5,1
1119,931,1
1120,540,1
1121,603,1
1122,593,1
1123,31,1
1124,445,1
1125,284,1
1126,851,1
1127,857,1
1128,767,1
1129,167,1
1130,348,1
1131,309,1
1132,992,1
1133,693,1
1134,958,1
1135,761,1
1136,707,1
1137,627,1
1138,983,1
1139,486,1
1140,712,1
1141,981,1
1142,956,1
1143,87,1
1144,835,1
1145,411,1
1146,50,1
1147,999,1
1148,220,1
1149,103,1
1150,844,1
1151,28,1
1152,768,1
1153,276,1
1154,24,1
1155,720,1
1156,950,1
1157,263,1
1158,528,1
1159,143,1
1160,935,1
1161,531,1
1162,536,1
1163,749,1
1164,250,1
1165,582,1
1166,163,1
1167,531,1
1168,603,1
1169,466,1
1170,720,1
1171,511,1
1172,388,1
1173,906,1
1174,107,1
1175,40,1
1176,698,1
1177,732,1
1178,796,1
1179,491,1
1180,598,1
1181,504,1
1182,746,1
1183,135,1
1184,156,1
1185,692,1
1186,957,1
1187,208,1
1188,873,1
1189,401,1
1190,454,1
1191,867,1
1192,97,1
1193,325,1
1194,633,1
1195,777,1
1196,334,1
1197,951,1
1198,408,1
1199,900,1
1200,765,1
1201,430,1
1202,777,1
1203,667,1
1204,554,1
1205,777,1
1206,72,1
1207,957,1
1208,148,1
1209,1011,0
1210,140,1
1211,251,1
1212,961,1
1213,272,1
1214,416,1
1215,716,1
1216,492,1
1217,192,1
1218,70,1
1219,55,1
1220,1017,0
1221,840,1
1222,674,1
1223,638,1
1224,855,1
1225,668,1
1226,310,1
1227,286,1
1228,470,1
1229,105,1
1230,263,1
1231,702,1
1232,557,1
1233,54,1
1234,73,1
1235,487,1
1236,673,1
1237,573,1
1238,605,1
1239,397,1
1240,831,1
1241,679,1
1242,899,1
1243,179,1
1244,367,1
1245,430,1
1246,980,1
1247,118,1
1248,414,1
1249,806,1
1250,899,1
1251,667,1
1252,358,1
1253,488,1
1254,944,1
1255,4,1
1256,978,1
1257,53,1
1258,970,1
1259,764,1
1260,83,1
1261,777,1
1262,206,1
1263,717,1
1264,253,1
1265,59,1
1266,391,1
1267,828,1
1268,806,1
1269,760,1
1270,789,1
1271,639,1
1272,900,1
1273,569,1
1274,602,1
1275,2,1
1276,1025,0
1277,433,1
1278,424,1
1279,873,1
1280,903,1
1281,51,1
1282,239,1
1283,465,1
1284,17,1
1285,669,1
1286,815,1
1287,473,1
1288,224,1
1289,937,1
1290,328,1
1291,932,1
1292,47,1
1293,186,1
1294,669,1
1295,882,1
1296,189,1
1297,376,1
1298,32,1
1299,873,1
1300,611,1
1301,445,1
1302,695,1
1303,957,1
1304,786,1
1305,44,1
1306,112,1
1307,445,1
1308,249,1
1309,929,1
1310,638,1
1311,465,1
1312,120,1
1313,627,1
1314,927,1
1315,689,1
1316,552,1
1317,903,1
1318,888,1
1319,206,1
1320,978,1
1321,20,1
1322,744,1
1323,752,1
1324,161,1
1325,329,1
1326,613,1
1327,1025,0
1328,424,1
1329,607,1
1330,928,1
1331,191,1
1332,270,1
1333,482,1
1334,784,1
1335,877,1
1336,487,1
1337,832,1
1338,209,1
1339,471,1
1340,408,1
1341,52,1
1342,641,1
1343,851,1
1344,435,1
1345,640,1
1346,100,1
1347,684,1
1348,453,1
1349,243,1
1350,647,1
1351,893,1
1352,493,1
1353,225,1
1354,734,1
1355,929,1
1356,901,1
1357,472,1
1358,86,1
1359,1013,0
1360,864,1
1361,921,1
1362,341,1
1363,257,1
1364,659,1
1365,725,1
1366,379,1
1367,649,1
1368,706,1
1369,480,1
1370,90,1
1371,896,1
1372,300,1
1373,867,1
1374,437,1
1375,232,1
1376,77,1
1377,90,1
1378,751,1
1379,116,1
1380,56,1
1381,360,1
1382,810,1
1383,79,1
1384,512,1
1385,920,1
1386,222,1
1387,830,1
1388,371,1
1389,771,1
1390,614,1
1391,462,1
1392,845,1
1393,644,1
1394,221,1
1395,855,1
1396,1013,0
1397,135,1
1398,329,1
1399,835,1
1400,305,1
1401,311,1
1402,970,1
1403,505,1
1404,86,1
1405,103,1
1406,572,1
1407,900,1
1408,784,1
1409,415,1
1410,323,1
1411,2,1
1412,200,1
1413,1014,0
1414,757,1
1415,840,1
1416,242,1
1417,51,1
1418,627,1
1419,733,1
1420,81,1
1421,389,1
1422,877,1
1423,425,1
1424,719,1
1425,670,1
1426,814,1
1427,432,1
1428,772,1
1429,583,1
1430,591,1
1431,443,1
1432,378,1
1433,316,1
1434,176,1
1435,256,1
1436,738,1
1437,87,1
1438,780,1
1439,927,1
1440,506,1
1441,440,1
1442,917,1
1443,574,1
1444,345,1
1445,192,1
1446,170,1
1447,695,1
1448,162,1
1449,886,1
1450,991,1
1451,974,1
1452,65,1
1453,894,1
1454,357,1
1455,948,1
1456,845,1
1457,779,1
1458,825,1
1459,741,1
1460,981,1
1461,899,1
1462,176,1
1463,601,1
1464,337,1
1465,939,1
1466,962,1
1467,795,1
1468,813,1
1469,163,1
1470,820,1
1471,109,1
1472,177,1
1473,265,1
1474,969,1
1475,165,1
1476,959,1
1477,245,1
1478,381,1
1479,14,1
1480,322,1
1481,955,1
1482,727,1
1483,344,1
1484,471,1
1485,867,1
1486,520,1
1487,835,1
1488,153,1
1489,925,1
1490,481,1
1491,1010,0
1492,956,1
1493,884,1
1494,803,1
1495,147,1
1496,753,1
1497,369,1
1498,788,1
1499,700,1
1500,580,1
1501,883,1
1502,398,1
1503,1,1
1504,257,1
1505,836,1
1506,558,1
1507,583,1
1508,532,1
1509,1001,0
1510,66,1
1511,848,1
1512,96,1
1513,890,1
1514,562,1
1515,4,1
1516,839,1
1517,344,1
1518,11,1
1519,463,1
1520,511,1
1521,235,1
1522,825,1
1523,873,1
1524,691,1
1525,77,1
1526,696,1
1527,797,1
1528,502,1
1529,122,1
1530,921,1
1531,59,1
1532,857,1
1533,25,1
1534,646,1
1535,999,1
1536,636,1
1537,221,1
1538,110,1
1539,74,1
1540,1004,0
1541,537,1
1542,99,1
1543,486,1
1544,480,1
1545,982,1
1546,733,1
1547,689,1
1548,652,1
1549,648,1
1550,126,1
1551,302,1
1552,161,1
1553,844,1
1554,948,1
1555,768,1
1556,230,1
1557,338,1
1558,622,1
1559,494,1
1560,501,1
1561,869,1
1562,657,1
1563,479,1
1564,443,1
1565,849,1
1566,16,1
1567,1023,0
1568,120,1
1569,80,1
1570,432,1
1571,320,1
1572,1006,0
1573,1017,0
1574,327,1
1575,844,1
1576,749,1
1577,768,1
1578,542,1
1579,945,1
1580,695,1
1581,1017,0
1582,233,1
1583,301,1
1584,605,1
1585,276,1
1586,735,1
1587,957,1
1588,857,1
1589,314,1
1590,588,1
1591,66,1
1592,912,1
1593,66,1
1594,121,1
1595,82,1
1596,259,1
1597,432,1
1598,66,1
1599,975,1
1600,584,1
1601,578,1
1602,477,1
1603,290,1
1604,363,1
1605,534,1
1606,422,1
1607,563,1
1608,914,1
1609,90,1
1610,96,1
1611,1004,0
1612,611,1
1613,59,1
1614,811,1
1615,564,1
1616,766,1
1617,869,1
1618,45,1
1619,703,1
1620,29,1
1621,335,1
1622,314,1
1623,325,1
1624,865,1
1625,756,1
1626,123,1
1627,685,1
1628,14,1
1629,599,1
1630,512,1
1631,990,1
1632,46,1
1633,421,1
1634,871,1
1635,74,1
1636,982,1
1637,815,1
1638,902,1
1639,821,1
1640,695,1
1641,2,1
1642,793,1
1643,537,1
1644,859,1
1645,392,1
1646,601,1
1647,542,1
1648,612,1
1649,143,1
1650,659,1
1651,182,1
1652,78,1
1653,588,1
1654,355,1
1655,758,1
1656,929,1
1657,43,1
1658,935,1
1659,403,1
1660,814,1
1661,966,1
1662,909,1
1663,117,1
1664,603,1
1665,124,1
1666,137,1
1667,521,1
1668,509,1
1669,992,1
1670,76,1
1671,803,1
1672,828,1
1673,760,1
1674,185,1
1675,358,1
1676,800,1
1677,785,1
1678,26,1
1679,242,1
1680,184,1
1681,566,1
1682,434,1
1683,166,1
1684,873,1
1685,490,1
1686,753,1
1687,79,1
1688,378,1
1689,763,1
1690,200,1
1691,926,1
1692,524,1
1693,691,1
1694,321,1
1695,546,1
1696,795,1
1697,712,1
1698,230,1
1699,62,1
1700,736,1
1701,717,1
1702,850,1
1703,604,1
1704,350,1
1705,124,1
1706,984,1
1707,495,1
1708,992,1
1709,126,1
1710,463,1
1711,62,1
1712,71,1
1713,50,1
1714,120,1
1715,231,1
1716,351,1
1717,467,1
1718,684,1
1719,12,1
1720,213,1
1721,52,1
1722,788,1
1723,452,1
1724,437,1
1725,206,1
1726,52,1
1727,477,1
1728,923,1
1729,490,1
1730,245,1
1731,166,1
1732,941,1
1733,667,1
1734,262,1
1735,995,1
1736,591,1
1737,78,1
1738,531,1
1739,986,1
1740,546,1
1741,883,1
1742,169,1
1743,607,1
1744,559,1
1745,427,1
1746,428,1
1747,923,1
1748,1012,0
1749,290,1
1750,865,1
1751,947,1
1752,134,1
1753,560,1
1754,820,1
1755,590,1
1756,219,1
1757,245,1
1758,105,1
1759,494,1
1760,588,1
1761,773,1
1762,811,1
1763,96,1
1764,631,1
1765,605,1
1766,759,1
1767,794,1
1768,493,1
1769,870,1
1770,597,1
1771,101,1
1772,1003,0
1773,334,1
1774,549,1
1775,162,1
1776,459,1
1777,579,1
1778,953,1
1779,199,1
1780,669,1
1781,81,1
1782,280,1
1783,782,1
1784,885,1
1785,64,1
1786,82,1
1787,604,1
1788,290,1
1789,849,1
1790,438,1
1791,529,1
1792,723,1
1793,63,1
1794,301,1
1795,963,1
1796,119,1
1797,391,1
1798,452,1
1799,288,1
1800,115,1
1801,559,1
1802,26,1
1803,470,1
1804,1022,0
1805,741,1
1806,241,1
1807,164,1
1808,792,1
1809,197,1
1810,593,1
1811,411,1
1812,4,1
1813,966,1
1814,325,1
1815,49,1
1816,786,1
1817,128,1
1818,904,1
1819,765,1
1820,708,1
1821,498,1
1822,15,1
1823,924,1
1824,164,1
1825,1011,0
1826,529,1
1827,236,1
1828,621,1
1829,1000,1
1830,166,1
1831,118,1
1832,86,1
1833,483,1
1834,317,1
1835,541,1
1836,355,1
1837,204,1
1838,308,1
1839,185,1
1840,985,1
1841,595,1
1842,413,1
1843,432,1
1844,942,1
1845,353,1
1846,67,1
1847,480,1
1848,78,1
1849,534,1
1850,12,1
1851,9,1
1852,1024,0
1853,595,1
1854,324,1
1855,886,1
1856,72,1
1857,1000,1
1858,147,1
1859,773,1
1860,105,1
1861,636,1
1862,257,1
1863,607,1
1864,598,1
1865,582,1
1866,493,1
1867,1006,0
1868,40,1
1869,809,1
1870,650,1
1871,1024,0
1872,889,1
1873,903,1
1874,451,1
1875,964,1
1876,757,1
1877,784,1
1878,984,1
1879,356,1
1880,1,1
1881,1009,0
1882,472,1
1883,815,1
1884,386,1
1885,824,1
1886,570,1
1887,349,1
1888,633,1
1889,183,1
1890,591,1
1891,905,1
1892,747,1
1893,304,1
1894,259,1
1895,277,1
1896,644,1
1897,228,1
1898,60,1
1899,902,1
1900,879,1
1901,436,1
1902,129,1
1903,1021,0
1904,200,1
1905,819,1
1906,454,1
1907,936,1
1908,687,1
1909,9,1
1910,367,1
1911,324,1
1912,758,1
1913,752,1
1914,338,1
1915,788,1
1916,142,1
1917,349,1
1918,495,1
1919,45,1
1920,620,1
1921,18,1
1922,724,1
1923,592,1
1924,250,1
1925,534,1
1926,308,1
1927,793,1
1928,292,1
1929,586,1
1930,4,1
1931,809,1
1932,869,1
1933,293,1
1934,526,1
1935,168,1
1936,428,1
1937,824,1
1938,959,1
1939,1020,0
1940,285,1
1941,816,1
1942,929,1
1943,419,1
1944,228,1
1945,51,1
1946,408,1
1947,389,1
1948,232,1
1949,403,1
1950,226,1
1951,730,1
1952,179,1
1953,722,1
1954,663,1
1955,211,1
1956,680,1
1957,477,1
1958,36,1
1959,38,1
1960,110,1
1961,46,1
1962,805,1
1963,334,1
1964,693,1
1965,792,1
1966,621,1
1967,344,1
1968,890,1
1969,578,1
1970,902,1
1971,551,1
1972,719,1
1973,770,1
1974,612,1
1975,704,1
1976,353,1
1977,535,1
1978,360,1
1979,336,1
1980,434,1
1981,1002,0
1982,2,1
1983,453,1
1984,953,1
1985,599,1
1986,870,1
1987,28,1
1988,889,1
1989,745,1
1990,98,1
1991,762,1
1992,80,1
1993,574,1
1994,879,1
1995,383,1
1996,81,1
1997,913,1
1998,100,1
1999,897,1
2000,759,1
2001,684,1
2002,666,1
2003,435,1
2004,255,1
2005,98,1
2006,607,1
2007,4,1
2008,846,1
2009,808,1
2010,355,1
2011,388,1
2012,142,1
2013,116,1
2014,922,1
2015,677,1
2016,373,1
2017,661,1
2018,940,1
2019,28,1
2020,132,1
2021,204,1
2022,345,1
2023,707,1
2024,31,1
2025,946,1
2026,855,1
2027,10,1
2028,383,1
2029,922,1
2030,180,1
2031,953,1
2032,271,1
2033,9,1
2034,850,1
2035,397,1
2036,804,1
2037,751,1
2038,60,1
2039,853,1
2040,984,1
2041,963,1
2042,875,1
2043,469,1
2044,962,1
2045,475,1
2046,917,1
2047,425,1
2048,774,1
2049,814,1
2050,232,1
2051,86,1
2052,154,1
2053,437,1
2054,77,1
2055,885,1
2056,885,1
2057,758,1
2058,970,1
2059,704,1
2060,858,1
2061,785,1
2062,612,1
2063,490,1
2064,900,1
2065,163,1
2066,217,1
2067,654,1
2068,973,1
2069,529,1
2070,412,1
2071,448,1
2072,685,1
2073,866,1
2074,176,1
2075,190,1
2076,719,1
2077,947,1
2078,80,1
2079,182,1
2080,727,1
2081,59,1
2082,890,1
2083,195,1
2084,81,1
2085,623,1
2086,586,1
2087,19,1
2088,626,1
2089,237,1
2090,131,1
2091,545,1
2092,979,1
2093,565,1
2094,339,1
2095,364,1
2096,656,1
2097,840,1
2098,639,1
2099,2,1
2100,492,1
2101,317,1
2102,304,1
2103,81,1
2104,765,1
2105,442,1
2106,745,1
2107,443,1
2108,128,1
2109,571,1
2110,967,1
2111,202,1
2112,252,1
2113,505,1
2114,174,1
2115,340,1
2116,727,1
2117,883,1
2118,820,1
2119,742,1
2120,883,1
2121,104,1
2122,546,1
2123,970,1
2124,210,1
2125,733,1
2126,763,1
2127,474,1
2128,315,1
2129,566,1
2130,980,1
2131,118,1
2132,167,1
2133,1004,0
